jurisdiction,year,month,date,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_jurisdiction,avg_felony_inmate_unsentenced,avg_felony_inmate_sentenced,avg_felony_inmate_total,avg_misdemean_inmate_unsentenced,avg_misdemean_inmate_sentenced,avg_misdemean_inmate_total,day_of_highest_count,highest_inmate_count,mental_heath_case_open_end_month,num_new_mental_health_cases,num_inmate_get_psych_meds,num_inmate_get_mental_heath_bed,num_inmates_seen_sick_call,num_doctor_occurrences,num_offsite_medical_appointment,num_dental_encounters,avg_inmate_get_sick_bed,avg_inmate_not_assign_housing,avg_own_inmate_housed_elsewhere,avg_fed_inmate_housed_contract,avg_state_inmate_housed_contract,avg_local_inmate_housed_contract,avg_inmate_wait_transport_prison,avg_inmate_in_hospital,total_num_persons_booked,tot_pretrial_release_lack_bed,tot_sentenced_release_lack_bed,total_juv_in_custody,adp_of_maximum_security_inmates,adp_of_medium_security_inmates,adp_of_minimum_security_inmates,avg_inmates_get_medical_bed,avg_inmates_get_mental_heath_bed,avg_inmate_need_reg_med_attent,avg_inmates_need_reg_ment_health
Santa Cruz Sheriff's Department,2017,january,2017-01-01,Santa Cruz County,06,087,06087,257,24,89,12,382,31,11,42,250,90,340,2017-01-04,434,61,62,61,52,504,363,11,43,6,12,NA,NA,NA,NA,5,1,819,NA,50,0,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2017,january,2017-01-01,Shasta County,06,089,06089,210,41,75,9,335,224,67,291,27,17,44,2017-01-16,347,85,87,47,9,344,13,9,96,7,20,18,0,0,0,18,0,859,108,95,0,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2017,january,2017-01-01,Siskiyou County,06,093,06093,70,10,8,1,89,80,9,89,0,0,0,2017-01-17,95,34,15,32,0,124,29,2,4,3,2,0,0,0,0,0,0,167,5,16,0,NA,NA,NA,NA,NA,NA,NA
Solano Sheriff's Department,2017,january,2017-01-01,Solano County,06,095,06095,685,99,210,24,1018,708,208,916,76,26,102,2017-01-30,1083,348,367,348,3,1581,1090,28,132,4,10,0,0,0,88,4,9,1190,0,0,0,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2017,january,2017-01-01,Sonoma County,06,097,06097,520,112,383,69,1084,501,282,783,131,170,301,2017-01-31,1115,449,224,358,197,1067,224,69,62,10,14,47,NA,NA,NA,31,26,1361,0,43,0,NA,NA,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2017,january,2017-01-01,Stanislaus County,06,099,06099,771,82,312,52,1217,767,283,1050,86,81,167,2017-01-29,1242,275,159,136,24,1199,293,44,94,1,8,0,0,0,0,26,4,1601,453,305,0,NA,NA,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2017,january,2017-01-01,Sutter County,06,101,06101,131,23,52,10,216,139,49,188,15,13,28,2017-01-03,281,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,14,0,363,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2017,january,2017-01-01,Tehama County,06,103,06103,104,11,69,12,196,NA,NA,NA,NA,NA,NA,2017-01-29,210,51,17,67,NA,347,113,13,19,3,3,0,0,0,0,16,0,233,0,25,0,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2017,january,2017-01-01,Trinity County,06,105,06105,32,2,9,2,45,30,9,39,4,2,6,2017-01-22,55,0,4,11,0,51,46,1,5,0,1,0,0,0,0,2,0,72,33,12,0,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2017,january,2017-01-01,Tulare County,06,107,06107,793,110,537,100,1540,804,567,1371,99,70,169,2017-01-22,1571,447,190,440,1,1549,94,47,209,9,2,0,0,0,0,36,3,1678,408,0,0,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2017,january,2017-01-01,Tuolumne County,06,109,06109,83,32,23,5,143,112,23,135,3,5,8,2017-01-02,147,41,11,41,0,854,41,3,9,0,10,0,0,0,0,5,1,251,184,6,0,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2017,january,2017-01-01,Ventura County,06,111,06111,856,134,508,101,1599,869,451,1320,118,161,279,2017-01-17,1702,627,467,427,0,985,297,53,264,NA,NA,NA,NA,NA,NA,62,0,2333,0,125,NA,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2017,january,2017-01-01,Yolo County,06,113,06113,234,39,98,14,385,256,104,360,17,8,25,2017-01-04,405,104,67,104,2,404,120,4,64,0,0,2,0,7,2,4,0,622,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2017,january,2017-01-01,Yuba County,06,115,06115,295,29,35,7,366,310,36,346,14,6,20,2017-01-15,387,47,13,62,0,167,350,15,36,0,0,0,191,0,0,18,0,486,0,0,0,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2016,december,2016-12-01,Alameda County,06,001,06001,1837,187,313,59,2396,1909,349,2258,115,23,138,2017-12-04,2490,NA,671,60,11,1888,460,70,88,10,8,11,284,0,3,42,3,3048,0,0,0,NA,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2016,december,2016-12-01,Amador County,06,005,06005,36,9,29,8,81,41,28,70,3,9,11,2016-12-01,87,11,4,11,0,233,13,1,0,0,4.48,1,0,0,0,4,1,88,0,27,0,NA,NA,NA,NA,NA,NA,NA
Butte Sheriff's Department,2016,december,2016-12-01,Butte County,06,007,06007,275,39,207,39,560,290,177,467,24,69,93,2016-12-13,572,206,88,56,0,601,60,15,108,0,7,0,0,0,0,88,1,840,11,28,0,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2016,december,2016-12-01,Calaveras County,06,009,06009,41,10,34,10,95,46,23,69,4,22,26,2016-12-02,103,49,34,17,0,294,27,0,8,0,1,0,0,0,0,1,0,129,2,0,0,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2016,december,2016-12-01,Colusa County,06,011,06011,46,5,31,8,90,34,15,49,18,23,41,2016-12-12,95,27,11,15,0,110,26,0,8,0,4,0,3,0,0,2,0,121,0,3,0,NA,NA,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2016,december,2016-12-01,Contra Costa County,06,013,06013,977,204,249,49,1479,969,243,1212,212,55,267,2016-12-18,1513,326,150,316,32,678,638,87,72,22,40,0,214,0,0,16,2,2197,0,0,0,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2016,december,2016-12-01,Del Norte County,06,015,06015,40,11,30,9,90,41,23,64,9,17,26,2016-12-06,100,NA,NA,24,0,111,81,6,3,0,4,0,0,0,1,5,0,198,0,0,0,NA,NA,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2016,december,2016-12-01,El Dorado County,06,017,06017,165,31,144,35,375,178,146,324,18,33,51,2016-12-16,405,97,15,97,NA,810,24,4,14,4,6,0,1,0,3,NA,0,485,100,0,0,NA,NA,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2016,december,2016-12-01,Fresno County,06,019,06019,1717,209,742,110,2778,1800,720,2520,126,132,258,2016-12-19,2809,85,152,557,86,1774,888,65,491,32,34,0,85,0,0,138,3,2246,26,44,0,NA,NA,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2016,december,2016-12-01,Glenn County,06,021,06021,54,16,19,3,92,52,15,67,17,8,25,2016-12-04,106,22,7,6,0,132,15,0,8,0,2,0,0,0,0,7,0,106,0,0,0,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2016,december,2016-12-01,Humboldt County,06,023,06023,221,39,94,15,369,224,95,319,37,13,50,2016-12-04,385,198,54,53,0,358,150,6,98,16,4,NA,NA,NA,NA,4,0,779,43,23,0,NA,NA,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2016,december,2016-12-01,Imperial County,06,025,06025,213,28,179,14,434,212,172,384,29,21,50,2016-12-28,474,78,38,78,20,408,135,25,36,8,2,0,59,0,25,5,4,438,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2016,december,2016-12-01,Inyo County,06,027,06027,22,2,20,8,52,20,16,36,4,12,16,2016-12-09,60,15,3,14,0,181,34,4,15,0,0,0,0,0,0,0,0,76,0,0,0,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2016,december,2016-12-01,Kern County,06,029,06029,1305,163,586,101,2155,1318,493,1811,151,193,344,2016-12-07,2185,1265,310,443,53,2166,627,91,160,21,45,0,131,0,0,128,2,2574,64,153,0,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2016,december,2016-12-01,Kings County,06,031,06031,311,42,61,23,437,294,36,330,59,48,107,2016-12-18,475,163,45,157,2,301,273,8,24,0,8,0,0,0,0,NA,0,462,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2016,december,2016-12-01,Lake County,06,033,06033,154,22,78,21,275,151,71,222,25,28,53,2016-12-12,307,129,65,97,0,448,4,17,19,0,0,0,0,0,0,0,0,377,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2016,december,2016-12-01,Lassen County,06,035,06035,43,5,29,6,83,45,27,72,3,8,10,2016-12-17,94,24,7,24,0,126,33,1,0,0,1,0,0,0,4,0,0,97,0,0,0,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2016,december,2016-12-01,Los Angeles County,06,037,06037,8703,1204,5020,821,15748,8973,4911,13884,934,930,1864,2016-12-01,16360,2753,1416,3331,2716,20033,8442,714,1011,505,360,0,0,0,0,247,21,8095,163,121,0,NA,NA,NA,NA,NA,NA,NA
Madera Corrections Department,2016,december,2016-12-01,Madera County,06,039,06039,253,36,101,12,402,253,65,318,36,48,84,2016-12-02,439,46,57,36,0,639,95,2,49,0,1,0,0,0,0,1,0,397,0,0,0,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,2016,december,2016-12-01,Marin County,06,041,06041,220,30,63,17,330,201,62,263,49,18,67,2016-12-15,343,NA,NA,NA,NA,490,333,5,56,45,12,0,4,0,0,0,5,558,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2016,december,2016-12-01,Mariposa County,06,043,06043,11,3,17,4,35,13,12,25,1,9,10,2016-12-08,41,5,0,5,0,14,13,1,0,0,0,0,0,0,0,0,0,47,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2016,december,2016-12-01,Mendocino County,06,045,06045,163,28,100,14,305,80,54,134,111,60,171,2016-12-14,326,43,NA,43,0,254,67,11,33,NA,13,NA,NA,NA,0,10,0,376,0,0,0,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2016,december,2016-12-01,Merced County,06,047,06047,595,52,12,3,662,601,11,612,46,4,50,2017-12-05,690,106,28,106,0,582,239,22,36,0,45,0,0,0,0,15,2,714,NA,41,0,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2016,december,2016-12-01,Modoc County,06,049,06049,11,2,9,1,23,11,8,19,2,2,4,2016-12-05,30,7,1,7,0,18,9,5,0,0,1,1,0,0,0,4,0,39,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2016,december,2016-12-01,Mono County,06,051,06051,0,0,0,0,0,NA,NA,0,NA,NA,0,2016-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2016,december,2016-12-01,Monterey County,06,053,06053,512,64,278,51,905,548,285,833,28,44,72,2016-12-01,951,NA,NA,363,NA,1024,183,72,188,13,23,0,0,0,0,26,NA,1032,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2016,december,2016-12-01,Napa County,06,055,06055,190,28,14,4,236,202,12,214,16,6,22,2016-12-21,236,50,9,50,3,246,111,35,8,3,3,40,0,0,0,18,0,359,98,43,0,NA,NA,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2016,december,2016-12-01,Nevada County,06,057,06057,110,25,29,9,173,126,28,154,9,10,19,2016-12-12,188,35,12,45,0,439,30,5,34,3,0,0,48,0,NA,0,0,306,0,0,0,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2016,december,2016-12-01,Orange County,06,059,06059,2763,324,2439,394,5920,2565,1892,4457,522,941,1463,2016-12-03,6076,1429,367,680,120,7913,6830,196,1230,14,82,NA,735,NA,NA,62,10,4308,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Ana Police Department,2016,december,2016-12-01,Orange County,06,059,06059,241,48,0,0,289,289,0,289,0,0,0,2016-11-15,318,62,94,82,0,216,202,23,39,0,0,0,289,0,0,0,0,311,0,0,0,NA,NA,NA,NA,NA,NA,NA
Placer Sheriff's Department,2016,december,2016-12-01,Placer County,06,061,06061,422,49,181,46,698,366,157,523,105,70,175,2016-12-15,707,202,36,177,18,1155,207,36,66,7,12,0,NA,NA,0,7,0,792,134,8,0,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2016,december,2016-12-01,Plumas County,06,063,06063,30,8,6,1,44,21,3,24,16,4,20,2016-01-03,52,NA,NA,6,0,79,3,4,3,0,0.81,0,NA,NA,0,2,0,84,0,0,0,NA,NA,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2016,december,2016-12-01,Riverside County,06,065,06065,2263,265,1049,155,3732,2419,1003,3422,109,201,310,2016-12-04,3818,1328,356,1335,384,8698,3226,339,227,54,46,83,0,0,0,112,5,3862,161,244,0,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2016,december,2016-12-01,Sacramento County,06,067,06067,1943,171,1264,239,3617,1992,1075,3067,122,428,550,2016-12-07,4010,1503,680,896,18,11189,3202,63,794,12,37,0,387,24,0,106,0,3445,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2016,december,2016-12-01,San Benito County,06,069,06069,69,11,27,9,116,67,22,89,14,13,27,2016-12-28,121,20,6,20,0,223,41,0,20,0,0,0,0,0,0,0,0,181,0,24,0,NA,NA,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2016,december,2016-12-01,San Bernardino County,06,071,06071,3687,623,970,222,5502,3068,938,4006,1242,254,1496,2016-12-05,5770,17,516,1067,106,6076,6394,259,732,26,72,0,81,NA,0,126,54,5626,230,338,0,NA,NA,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2016,december,2016-12-01,San Diego County,06,073,06073,2485,427,2171,415,5498,2679,2278,4957,233,308,541,2016-12-11,5619,1999,1190,1230,38,26163,5909,212,411,63,56.8,NA,NA,NA,NA,NA,6,6318,0,854,0,NA,NA,NA,NA,NA,NA,NA
San Diego Work Furlough,2016,december,2016-12-01,San Diego County,06,073,06073,3,1,256,88,348,NA,NA,NA,NA,NA,0,2016-12-13,359,0,0,0,0,0,0,0,0,0,0,0,228.16,0,0,0,0,147,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2016,december,2016-12-01,San Francisco County,06,075,06075,998,115,177,20,1310,1030,182,1212,83,15,98,2016-12-01,1374,794,45,256,142,11800,1187,55,148,86,27,NA,0,0,0,6,7,1516,0,0,0,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2016,december,2016-12-01,San Joaquin County,06,077,06077,721,101,374,44,1240,774,359,1133,48,59,107,2016-12-12,1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,13,0,1662,445,32,0,NA,NA,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2016,december,2016-12-01,San Luis Obispo County,06,079,06079,269,38,203,34,544,202,134,336,104,104,208,2016-12-18,566,362,116,291,36,1619,892,14,121,99,7,NA,NA,NA,NA,7,0,891,NA,133,0,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2016,december,2016-12-01,San Mateo County,06,081,06081,590,55,274,52,971,567,287,854,78,39,117,2016-12-06,1012,328,220,131,2,1637,471,69,108,17,14,0,0,0,0,17,2,1167,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2016,december,2016-12-01,Santa Barbara County,06,083,06083,623,96,220,30,969,NA,NA,NA,NA,NA,NA,2016-12-12,1012,192,105,192,58,538,347,32,40,0,7,0,0,0,0,37,7,1215,389,39,0,NA,NA,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2016,december,2016-12-01,Santa Clara County,06,085,06085,2262,276,841,147,3526,2151,739,2890,387,249,636,2016-12-12,3649,905,176,705,204,4692,2008,244,442,22,NA,0,75.7,0,0,NA,3,3376,0,0,0,NA,NA,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2016,december,2016-12-01,Santa Cruz County,06,087,06087,245,20,106,11,382,80,35,115,185,82,267,2016-12-27,455,61,62,61,52,525,235,8,24,1,16,NA,NA,NA,NA,8,1,866,NA,84,0,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2016,december,2016-12-01,Shasta County,06,089,06089,218,40,74,11,343,219,66,285,39,19,58,2016-12-12,350,90,46,48,9,343,270,8,109,7,20,20,0,0,0,15,0,903,145,84,0,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2016,december,2016-12-01,Siskiyou County,06,093,06093,65,12,11,0,88,77,11,88,0,0,0,2016-12-05,95,31,22,29,0,121,76,11,3,3,1,0,0,0,0,0,0,202,6,18,0,NA,NA,NA,NA,NA,NA,NA
Solano Sheriff's Department,2016,december,2016-12-01,Solano County,06,095,06095,679,99,210,24,1012,694,208,902,84,26,110,2016-12-05,1062,282,213,282,1,1698,1290,28,101,4,12,0,0,0,86,28,3,1190,0,0,0,NA,NA,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2016,december,2016-12-01,Sonoma County,06,097,06097,448,74,405,65,992,420,298,718,102,172,274,2016-12-06,1099,419,212,335,187,828,235,65,61,8,12,46,NA,NA,NA,8,28,1280,0,50,0,NA,NA,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2016,december,2016-12-01,Stanislaus County,06,099,06099,759,84,317,52,1212,770,291,1061,73,78,151,2016-12-04,1246,306,165,152,24,944,243,43,90,1,6,0,0,0,0,20,4,1463,403,240,0,NA,NA,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2016,december,2016-12-01,Sutter County,06,101,06101,121,25,49,14,209,122,57,179,24,6,30,2016-12-30,262,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,9,0,364,0,0,0,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2016,december,2016-12-01,Tehama County,06,103,06103,99,10,62,14,185,NA,NA,NA,NA,NA,NA,2016-12-06,193,71,36,59,NA,265,93,8,11,4,2,0,0,0,0,20,0,220,0,34,0,NA,NA,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2016,december,2016-12-01,Trinity County,06,105,06105,34,3,12,0,49,32,9,41,5,3,8,2016-12-29,49,1,2,10,0,66,60,0,6,0,2,0,0,0,0,0,0,70,46,11,0,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2016,december,2016-12-01,Tulare County,06,107,06107,819,111,500,108,1538,791,507,1298,139,101,240,2016-12-05,1550,408,184,408,2,1683,163,91,118,5,0,0,0,0,0,30,1,1418,430,0,0,NA,NA,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2016,december,2016-12-01,Tuolumne County,06,109,06109,84,31,21,6,142,110,23,133,4,5,9,2016-12-12,147,25,10,25,0,614,42,4,15,0,10,0,0,0,0,3,1,255,184,8,0,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2016,december,2016-12-01,Ventura County,06,111,06111,860,125,491,101,1577,855,453,1308,131,138,269,2016-12-05,1676,289,386,217,0,1001,203,44,243,NA,NA,NA,NA,NA,NA,59,0,2222,0,71,NA,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2016,december,2016-12-01,Yolo County,06,113,06113,230,44,95,16,385,258,100,358,16,11,27,2016-12-21,397,215,59,104,1,199,137,5,23,2,0,3,0,8,2,4,0,585,0,0,0,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2016,december,2016-12-01,Yuba County,06,115,06115,290,26,40,7,363,300,46,346,16,1,17,2016-12-17,368,38,12,69,0,197,240,16,38,0,0,0,180,0,0,17,0,497,0,0,0,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2016,november,2016-11-01,Alameda County,06,001,06001,1864,185,333,38,2420,1966,350,2316,83,21,104,2016-11-05,2474,NA,676,58,10,1870,457,72,81,12,6,10,289,0,3,13,2,2835,0,0,0,NA,NA,NA,NA,NA,NA,NA
Amador Sheriff's Department,2016,november,2016-11-01,Amador County,06,005,06005,40,8,41,9,98,45,40,85,3,10,13,2016-11-03,107,15,2,15,0,261,34,1,9,0,7.470000000000001,1,0,0,0,11,1,89,0,23,0,NA,NA,NA,NA,NA,NA,NA
Butte Sheriff's Department,2016,november,2016-11-01,Butte County,06,007,06007,280,44,212,35,571,297,185,482,26,63,89,2016-11-13,583,202,85,44,0,580,62,18,77,0,9,0,0,0,0,85,1,898,20,20,0,NA,NA,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2016,november,2016-11-01,Calaveras County,06,009,06009,42,12,28,7,89,49,26,75,5,9,14,2016-11-29,98,42,25,20,0,304,33,1,8,0,1,0,0,0,0,0,0,107,1,1,0,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2016,november,2016-11-01,Colusa County,06,011,06011,42,7,26,6,81,29,15,44,20,17,37,2016-11-14,87,26,1,13,0,106,23,0,8,0,5,0,4,0,0,1,0,115,0,0,0,NA,NA,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2016,november,2016-11-01,Contra Costa County,06,013,06013,1011,172,248,53,1484,1045,225,1270,138,76,214,2016-11-13,1530,325,124,321,31,651,546,82,120,28,30,0,219,0,0,17,1,2103,0,0,0,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2016,november,2016-11-01,Del Norte County,06,015,06015,44,13,39,7,103,43,28,71,14,18,32,2016-11-01,110,NA,NA,24,0,141,97,5,6,0,4,0,0,0,1,3,0,173,0,0,0,NA,NA,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2016,november,2016-11-01,El Dorado County,06,017,06017,176,26,145,38,385,184,153,337,18,30,48,2016-11-08,416,59,16,59,NA,829,18,7,16,5,6,0,1,0,3,NA,0,473,126,0,0,NA,NA,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2016,november,2016-11-01,Fresno County,06,019,06019,1703,216,760,103,2782,1790,724,2514,129,139,268,2016-11-01,2825,52,65,558,92,1576,754,90,498,37,31,0,80,0,0,140,3,2214,45,42,0,NA,NA,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2016,november,2016-11-01,Glenn County,06,021,06021,0,0,0,0,0,NA,NA,0,NA,NA,0,2016-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2016,november,2016-11-01,Humboldt County,06,023,06023,233,37,103,14,387,232,100,332,38,17,55,2016-11-13,404,224,51,51,0,310,188,18,88,10,5,NA,NA,NA,NA,1,0,713,27,66,0,NA,NA,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2016,november,2016-11-01,Imperial County,06,025,06025,216,29,183,14,442,215,176,391,30,21,51,2016-11-20,480,70,53,70,15,408,192,33,31,10,2,0,81,0,27,5,5,430,0,0,0,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2016,november,2016-11-01,Inyo County,06,027,06027,18,2,21,9,50,15,16,31,5,14,19,2016-11-07,61,NA,NA,12,0,135,24,1,4,0,0,0,0,0,0,0,0,65,0,0,0,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2016,november,2016-11-01,Kern County,06,029,06029,1424,167,546,83,2220,1437,465,1902,154,164,318,2016-11-01,2223,1240,257,456,53,2172,524,122,160,21,40,0,137,0,0,176,4,2242,97,214,0,NA,NA,NA,NA,NA,NA,NA
Kings Sheriff's Department,2016,november,2016-11-01,Kings County,06,031,06031,299,40,62,33,434,282,47,329,57,48,105,2016-11-15,460,156,17,75,5,243,273,15,27,0,8,0,0,0,0,NA,0,462,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2016,november,2016-11-01,Lake County,06,033,06033,156,29,80,19,284,161,70,231,24,29,53,2016-11-07,313,113,56,81,0,388,12,15,38,0,0,0,0,0,0,2,0,327,0,0,0,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2016,november,2016-11-01,Lassen County,06,035,06035,47,6,29,6,89,48,27,75,6,8,14,2016-11-09,105,22,7,22,0,152,48,0,1,0,1,0,0,0,8,2,0,78,0,0,0,NA,NA,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2016,november,2016-11-01,Los Angeles County,06,037,06037,8649,1206,5466,856,16177,8878,5254,14132,977,1068,2045,2016-11-05,16692,2886,1462,3170,2848,19786,10633,755,691,516,390,0,0,0,0,257,23,8416,154,119,0,NA,NA,NA,NA,NA,NA,NA
Madera Corrections Department,2016,november,2016-11-01,Madera County,06,039,06039,254,41,117,10,422,258,85,343,37,42,79,2016-11-07,451,45,54,36,0,674,123,8,51,0,1,0,0,0,0,1,0,352,0,0,0,NA,NA,NA,NA,NA,NA,NA
Marin Sheriff's Department,2016,november,2016-11-01,Marin County,06,041,06041,209,38,73,17,337,196,66,262,51,24,75,2017-11-25,346,NA,NA,NA,NA,509,252,4,36,45,15,0,3,0,0,0,4,554,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2016,november,2016-11-01,Mariposa County,06,043,06043,13,1,18,3,35,11,13,24,3,8,11,2016-11-02,41,6,0,6,0,10,4,0,2,0,0,0,0,0,0,0,0,59,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2016,november,2016-11-01,Mendocino County,06,045,06045,163,27,106,13,309,80,49,129,110,70,180,2016-11-07,325,36,NA,36,0,215,45,9,37,NA,17,NA,NA,NA,0,9,0,402,0,0,0,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2016,november,2016-11-01,Merced County,06,047,06047,575,51,25,8,659,586,27,613,40,6,46,2016-11-07,679,116,28,116,0,577,186,17,38,0,45,0,0,0,0,15,2,664,NA,44,0,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2016,november,2016-11-01,Modoc County,06,049,06049,14,3,10,1,28,14,7,21,3,4,7,2016-11-28,34,9,2,9,0,23,11,6,1,0,1,0,0,0,0,5,0,55,0,0,0,NA,NA,NA,NA,NA,NA,NA
Mono Sheriff's Department,2016,november,2016-11-01,Mono County,06,051,06051,11,1,13,2,27,9,9,18,3,6,9,2016-11-12,32,1,0,1,0,8,8,3,2,0,0,0,0,0,0,1,0,37,0,0,0,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2016,november,2016-11-01,Monterey County,06,053,06053,511,68,291,57,927,552,292,844,28,55,83,2016-11-13,975,NA,NA,183,NA,875,96,89,145,13,24,0,0,0,0,32,NA,1083,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Napa Corrections Department,2016,november,2016-11-01,Napa County,06,055,06055,158,23,15,3,199,168,12,180,13,6,19,2016-11-02,215,51,9,51,4,293,80,21,11,1,4,34,0,0,0,4,0,321,93,58,0,NA,NA,NA,NA,NA,NA,NA
