jurisdiction,year,quarter,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien
Riverside Sheriff's Department,2019,2,Riverside County,06,065,06065,13,551902,471991,28,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2019,2,Sacramento County,06,067,06067,30,1144654,341163,37,27,63,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2019,2,San Benito County,06,069,06069,1,21165,7873,19.5,8.4,44.1,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2019,2,San Bernardino County,06,071,06071,33,166787,92075,117,107,118,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2019,2,San Diego County,06,073,06073,37,939336,136561,25.1,12.3,74.1,NA,NA,NA,NA,NA
San Diego Work Furlough,2019,2,San Diego County,06,073,06073,NA,NA,NA,76.1,41.47,77.5,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2019,2,San Francisco County,06,075,06075,13,999688,175465,28,12,87,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2019,2,San Joaquin County,06,077,06077,NA,NA,NA,36,4,46,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2019,2,San Luis Obispo County,06,079,06079,0,131347,38497,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2019,2,San Mateo County,06,081,06081,9,356060,NA,27,7,70,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2019,2,Santa Barbara County,06,083,06083,6,83093,NA,26,18,44,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2019,2,Santa Clara County,06,085,06085,38,600897,179033,32,46,96,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2019,2,Santa Cruz County,06,087,06087,4,96277,24686,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2019,2,Shasta County,06,089,06089,4,55078,16732,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2019,2,Siskiyou County,06,093,06093,0,25614,9659,20,7,32,NA,NA,NA,NA,NA
Solano Sheriff's Department,2019,2,Solano County,06,095,06095,25,251854,16633,20.9,5.6,77.2,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2019,2,Sonoma County,06,097,06097,8,227707,77237,21,8,51,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2019,2,Stanislaus County,06,099,06099,0,83731,62455,21,7,68,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2019,2,Sutter County,06,101,06101,2,37483,16365,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2019,2,Tehama County,06,103,06103,8,34670,5462,20,NA,43,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2019,2,Trinity County,06,105,06105,0,14566,9166,NA,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2019,2,Tulare County,06,107,06107,8,217402,45880,34,21,81,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2019,2,Tuolumne County,06,109,06109,0,18475,2259,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2019,2,Ventura County,06,111,06111,5,131674,30364,NA,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2019,2,Yolo County,06,113,06113,4,57769,27834,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2019,2,Yuba County,06,115,06115,1,65209,13715,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2019,1,Alameda County,06,001,06001,23,366255,269521,27,23,60,NA,NA,NA,NA,NA
Amador Sheriff's Department,2019,1,Amador County,06,005,06005,0,21351,2817,19.05,2.9899999999999998,51.879999999999995,NA,NA,NA,NA,NA
Butte Sheriff's Department,2019,1,Butte County,06,007,06007,NA,43703,11183,11,4,29,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2019,1,Calaveras County,06,009,06009,1,4698,2090,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2019,1,Colusa County,06,011,06011,0,7555,4569,20.24,10.209999999999999,45.7,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2019,1,Contra Costa County,06,013,06013,6,772042,556089,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2019,1,Del Norte County,06,015,06015,0,11107,4499,12,5.2,34.5,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2019,1,El Dorado County,06,017,06017,4,35631,10499,30.3,14.5,67.7,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2019,1,Fresno County,06,019,06019,12,360514,62615,37.4,27.7,29.4,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2019,1,Glenn County,06,021,06021,5,3778,572,27,51,35,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2019,1,Humboldt County,06,023,06023,3,39324,23604,17.86,8.43,52.24,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2019,1,Imperial County,06,025,06025,NA,22785,5743,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2019,1,Inyo County,06,027,06027,0,81599,60036,205,122,83,NA,NA,NA,NA,NA
Kern Sheriff's Department,2019,1,Kern County,06,029,06029,4,355749,229831,21.95,13.27,38.17,NA,NA,NA,NA,NA
Kings Sheriff's Department,2019,1,Kings County,06,031,06031,5,65857,17731,33,8,79,NA,NA,NA,NA,NA
Lake Sheriff's Department,2019,1,Lake County,06,033,06033,NA,44221,6814,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2019,1,Lassen County,06,035,06035,0,8362,1423,18.1,4.5,86.13,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2019,1,Los Angeles County,06,037,06037,NA,8478971,2643524,60,6,62,NA,NA,NA,NA,NA
Madera Corrections Department,2019,1,Madera County,06,039,06039,2,39626,3668,41,4,76,NA,NA,NA,NA,NA
Marin Sheriff's Department,2019,1,Marin County,06,041,06041,NA,96371,13504,21,12,48,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2019,1,Mariposa County,06,043,06043,5,7737,1812,18.5,9.6,51.1,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2019,1,Mendocino County,06,045,06045,15,40312,25296,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2019,1,Merced County,06,047,06047,10,19098,2332,33.9,24.7,44.9,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2019,1,Modoc County,06,049,06049,1,10365,7648,156,133,23,NA,NA,NA,NA,NA
Mono Sheriff's Department,2019,1,Mono County,06,051,06051,0,20685,NA,111,102,9,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2019,1,Monterey County,06,053,06053,0,20488,4918,26.6,19.4,36.9,NA,NA,NA,NA,NA
Napa Corrections Department,2019,1,Napa County,06,055,06055,3,52411,28592,23,27,23,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2019,1,Nevada County,06,057,06057,NA,23767,6383,29,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2019,1,Orange County,06,059,06059,25,1405910,263530,42.9,1.4,47.7,NA,NA,NA,NA,NA
Placer Sheriff's Department,2019,1,Placer County,06,061,06061,3,133781,39544,29.08,17.459999999999997,71.3,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2019,1,Plumas County,06,063,06063,0,29202,2920,16,12,28,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2019,1,Riverside County,06,065,06065,19,609002,397482,31,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2019,1,Sacramento County,06,067,06067,34,1707838,508039,39,29,66,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2019,1,San Benito County,06,069,06069,0,21290,7799,21.4,5.6,54,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2019,1,San Bernardino County,06,071,06071,41,555511,167472,97,97,127,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2019,1,San Diego County,06,073,06073,24,795439,130576,25.2,13.2,78.7,NA,NA,NA,NA,NA
San Diego Work Furlough,2019,1,San Diego County,06,073,06073,NA,NA,NA,71.09,42.67,71.96000000000001,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2019,1,San Francisco County,06,075,06075,25,833835,150655,NA,NA,NA,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2019,1,San Joaquin County,06,077,06077,NA,NA,NA,41,5,44,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2019,1,San Luis Obispo County,06,079,06079,1,142323,30973,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2019,1,San Mateo County,06,081,06081,11,319913,NA,28,6,76,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2019,1,Santa Barbara County,06,083,06083,20,56109,NA,29,19,51,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2019,1,Santa Clara County,06,085,06085,16,501002,187168,33,46,102,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2019,1,Santa Cruz County,06,087,06087,0,68636,16055,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2019,1,Shasta County,06,089,06089,0,42753,10082,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2019,1,Siskiyou County,06,093,06093,0,21062,6915,45,5,40,NA,NA,NA,NA,NA
Solano Sheriff's Department,2019,1,Solano County,06,095,06095,30,131033,22937,19.6,15.8,77.4,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2019,1,Sonoma County,06,097,06097,2,246552,88874,24,10,49,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2019,1,Stanislaus County,06,099,06099,0,94544,29822,24,10,67,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2019,1,Sutter County,06,101,06101,0,32248,9577,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2019,1,Tehama County,06,103,06103,0,27129,11306,27,NA,42,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2019,1,Trinity County,06,105,06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2019,1,Tulare County,06,107,06107,8,238444,31616,33,19,86,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2019,1,Tuolumne County,06,109,06109,0,8749,2683,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2019,1,Ventura County,06,111,06111,15,131675,30364,NA,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2019,1,Yolo County,06,113,06113,9,66018,29175,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2019,1,Yuba County,06,115,06115,1,54464,5927,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2018,4,Alameda County,06,001,06001,17,355224,250130,25,20,58,NA,NA,NA,NA,NA
Amador Sheriff's Department,2018,4,Amador County,06,005,06005,0,32867,12289,33.2,3.2,71.8,NA,NA,NA,NA,NA
Butte Sheriff's Department,2018,4,Butte County,06,007,06007,NA,67658,12923,11,5,30,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2018,4,Calaveras County,06,009,06009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2018,4,Colusa County,06,011,06011,0,5106,3053,22.830000000000002,8.28,61.8,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2018,4,Contra Costa County,06,013,06013,7,359103,236504,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2018,4,Del Norte County,06,015,06015,1,17744,9124,9.17,2.9,32.6,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2018,4,El Dorado County,06,017,06017,0,10304,4764,26,10.6,65.6,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2018,4,Fresno County,06,019,06019,9,370364,47942,36.5,19.9,28.5,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2018,4,Glenn County,06,021,06021,1,4961,485,NA,NA,NA,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2018,4,Humboldt County,06,023,06023,2,37079,21359,16.24,9.38,42.67,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2018,4,Imperial County,06,025,06025,0,37440,4572,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2018,4,Inyo County,06,027,06027,2,50906,15991,199,126,35,NA,NA,NA,NA,NA
Kern Sheriff's Department,2018,4,Kern County,06,029,06029,7,454894,103550,25,15,39,NA,NA,NA,NA,NA
Kings Sheriff's Department,2018,4,Kings County,06,031,06031,9,65534,16438,30,9,75,NA,NA,NA,NA,NA
Lake Sheriff's Department,2018,4,Lake County,06,033,06033,NA,29200,2808,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2018,4,Lassen County,06,035,06035,0,8641,1360,18.17,7.7700000000000005,62.32,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2018,4,Los Angeles County,06,037,06037,NA,8564412,2671923,59,5,61,NA,NA,NA,NA,NA
Madera Corrections Department,2018,4,Madera County,06,039,06039,2,35914,1577,42,5,69,NA,NA,NA,NA,NA
Marin Sheriff's Department,2018,4,Marin County,06,041,06041,NA,42775,9400,18,12,45,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2018,4,Mariposa County,06,043,06043,0,6895,3074,NA,NA,NA,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2018,4,Mendocino County,06,045,06045,6,41457,8021,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2018,4,Merced County,06,047,06047,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2018,4,Modoc County,06,049,06049,2,10652,7989,126,101,33,NA,NA,NA,NA,NA
Mono Sheriff's Department,2018,4,Mono County,06,051,06051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2018,4,Monterey County,06,053,06053,1,62450,20695,28.6,21.7,38.7,NA,NA,NA,NA,NA
Napa Corrections Department,2018,4,Napa County,06,055,06055,6,37044,10884,22,25,26,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2018,4,Nevada County,06,057,06057,NA,23937,10214,24,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2018,4,Orange County,06,059,06059,19,1230269,200778,42.8,1.4,47.2,NA,NA,NA,NA,NA
Placer Sheriff's Department,2018,4,Placer County,06,061,06061,4,98095,30865,28.959999999999997,16.29,69.75,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2018,4,Plumas County,06,063,06063,3,15085,3389,13,11,19,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2018,4,Riverside County,06,065,06065,9,602957,388938,29,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2018,4,Sacramento County,06,067,06067,45,1367587,369677,35,24,63,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2018,4,San Benito County,06,069,06069,0,18363,11041,20.2,10.4,49.5,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2018,4,San Bernardino County,06,071,06071,21,583594,155758,130,97,137,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2018,4,San Diego County,06,073,06073,22,1002235,141282,25,12.6,73.5,NA,NA,NA,NA,NA
San Diego Work Furlough,2018,4,San Diego County,06,073,06073,NA,NA,NA,71.86,50.839999999999996,72.85,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2018,4,San Francisco County,06,075,06075,16,954889,271228,24,10,79,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2018,4,San Joaquin County,06,077,06077,NA,NA,NA,42,5,40,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2018,4,San Luis Obispo County,06,079,06079,2,102066,30384,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2018,4,San Mateo County,06,081,06081,9,358922,NA,27,6,73,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2018,4,Santa Barbara County,06,083,06083,6,85264,NA,29,20,53,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2018,4,Santa Clara County,06,085,06085,13,313834,187168,33,47,104,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2018,4,Santa Cruz County,06,087,06087,9,97963,14365,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2018,4,Shasta County,06,089,06089,NA,34109,16577,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2018,4,Siskiyou County,06,093,06093,1,55920,20795,40,5,35,NA,NA,NA,NA,NA
Solano Sheriff's Department,2018,4,Solano County,06,095,06095,18,149887,29588,18.6,13.8,77.4,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2018,4,Sonoma County,06,097,06097,4,187133,73569,31,7,55,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2018,4,Stanislaus County,06,099,06099,4,95477,14365,25,8,79,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2018,4,Sutter County,06,101,06101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2018,4,Tehama County,06,103,06103,4,27490,12826,23,NA,39,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2018,4,Trinity County,06,105,06105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2018,4,Tulare County,06,107,06107,2,156189,39220,39,25,80,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2018,4,Tuolumne County,06,109,06109,0,17986,1463,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2018,4,Ventura County,06,111,06111,17,172432,34464,NA,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2018,4,Yolo County,06,113,06113,9,34193,25428,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2018,4,Yuba County,06,115,06115,3,61281,5313,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2018,3,Alameda County,06,001,06001,11,330881,210321,23,17,61,NA,NA,NA,NA,NA
Amador Sheriff's Department,2018,3,Amador County,06,005,06005,0,11404,6248,25.5,2.7,60.6,NA,NA,NA,NA,NA
Butte Sheriff's Department,2018,3,Butte County,06,007,06007,NA,47707,6065,12,5,29,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2018,3,Calaveras County,06,009,06009,2,14922,5489,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2018,3,Colusa County,06,011,06011,1,5997,2832,23.459999999999997,12.29,56.14,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2018,3,Contra Costa County,06,013,06013,1,368886,234457,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2018,3,Del Norte County,06,015,06015,1,17881,9225,14,4.96,38.5,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2018,3,El Dorado County,06,017,06017,1,28301,13327,20.1,8.4,57.9,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2018,3,Fresno County,06,019,06019,12,NA,NA,36.7,25.3,30.9,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2018,3,Glenn County,06,021,06021,0,5741,309,46,37,42,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2018,3,Humboldt County,06,023,06023,13,50462,25863,15.229999999999999,7,45,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2018,3,Imperial County,06,025,06025,2,17528,2679,NA,NA,NA,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2018,3,Inyo County,06,027,06027,2,25831,18370,225,156,69,NA,NA,NA,NA,NA
Kern Sheriff's Department,2018,3,Kern County,06,029,06029,1,607598,103340,20.85,12.01,36.93,NA,NA,NA,NA,NA
Kings Sheriff's Department,2018,3,Kings County,06,031,06031,6,61116,9217,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2018,3,Lake County,06,033,06033,NA,32069,5512,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2018,3,Lassen County,06,035,06035,0,9270,1570,16.73,4.92,55.67,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2018,3,Los Angeles County,06,037,06037,NA,8564412,2671923,60,6,61,NA,NA,NA,NA,NA
Madera Corrections Department,2018,3,Madera County,06,039,06039,3,31911,1494,22,6,46,NA,NA,NA,NA,NA
Marin Sheriff's Department,2018,3,Marin County,06,041,06041,NA,89074,11832,18,12,43,NA,NA,NA,NA,NA
Mariposa Sheriff's Department,2018,3,Mariposa County,06,043,06043,1,5935,1595,13.9,8.8,32,NA,NA,NA,NA,NA
Mendocino Sheriff's Department,2018,3,Mendocino County,06,045,06045,5,37823,9098,NA,NA,NA,NA,NA,NA,NA,NA
Merced Sheriff's Department,2018,3,Merced County,06,047,06047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Modoc Sheriff's Department,2018,3,Modoc County,06,049,06049,3,12633,8384,163,126,37,NA,NA,NA,NA,NA
Mono Sheriff's Department,2018,3,Mono County,06,051,06051,0,7307,NA,158,118,40,NA,NA,NA,NA,NA
Monterey Sheriff's Department,2018,3,Monterey County,06,053,06053,0,63370,12729,27.5,21.6,36.8,NA,NA,NA,NA,NA
Napa Corrections Department,2018,3,Napa County,06,055,06055,7,69057,31771,17,19,21,NA,NA,NA,NA,NA
Nevada Sheriff's Department,2018,3,Nevada County,06,057,06057,NA,20636,5586,19,NA,NA,NA,NA,NA,NA,NA
Orange Sheriff's Department,2018,3,Orange County,06,059,06059,22,1097257,138459,40.2,1.3,44.5,NA,NA,NA,NA,NA
Placer Sheriff's Department,2018,3,Placer County,06,061,06061,8,114688,26920,NA,NA,NA,NA,NA,NA,NA,NA
Plumas Sheriff's Department,2018,3,Plumas County,06,063,06063,2,9966,3001,11.6,12.1,9.7,NA,NA,NA,NA,NA
Riverside Sheriff's Department,2018,3,Riverside County,06,065,06065,15,639838,218657,26,NA,NA,NA,NA,NA,NA,NA
Sacramento Sheriff's Department,2018,3,Sacramento County,06,067,06067,31,1206797,345646,35,25,60,NA,NA,NA,NA,NA
San Benito Sheriff's Department,2018,3,San Benito County,06,069,06069,1,8060,2915,21.1,9.9,50.8,NA,NA,NA,NA,NA
San Bernardino Sheriff's Department,2018,3,San Bernardino County,06,071,06071,18,558027,158355,135,105,140,NA,NA,NA,NA,NA
San Diego Sheriff's Department,2018,3,San Diego County,06,073,06073,24,759509,146368,24.3,13,71.3,NA,NA,NA,NA,NA
San Diego Work Furlough,2018,3,San Diego County,06,073,06073,NA,0,NA,73.47,56,74.08,NA,NA,NA,NA,NA
San Francisco Sheriff's Department,2018,3,San Francisco County,06,075,06075,16,456866,133334,29.68,11.75,96.03,NA,NA,NA,NA,NA
San Joaquin Sheriff's Department,2018,3,San Joaquin County,06,077,06077,NA,NA,NA,49,4,48,NA,NA,NA,NA,NA
San Luis Obispo Sheriff's Department,2018,3,San Luis Obispo County,06,079,06079,2,114594,30762,NA,NA,NA,NA,NA,NA,NA,NA
San Mateo Sheriff's Department,2018,3,San Mateo County,06,081,06081,9,NA,NA,25,5,70,NA,NA,NA,NA,NA
Santa Barbara Sheriff's Department,2018,3,Santa Barbara County,06,083,06083,6,94119,NA,26,20,46,NA,NA,NA,NA,NA
Santa Clara Sheriff's Office,2018,3,Santa Clara County,06,085,06085,0,351658,198814,28,39,99,NA,NA,NA,NA,NA
Santa Cruz Sheriff's Department,2018,3,Santa Cruz County,06,087,06087,10,59419,10194,NA,NA,NA,NA,NA,NA,NA,NA
Shasta Sheriff's Department,2018,3,Shasta County,06,089,06089,8,24177,12135,NA,NA,NA,NA,NA,NA,NA,NA
Siskiyou Sheriff's Department,2018,3,Siskiyou County,06,093,06093,0,24302,16676,40,4,36,NA,NA,NA,NA,NA
Solano Sheriff's Department,2018,3,Solano County,06,095,06095,8,206482,23838,18.3,5,70.6,NA,NA,NA,NA,NA
Sonoma Sheriff's Department,2018,3,Sonoma County,06,097,06097,0,251180,86039,23,7,54,NA,NA,NA,NA,NA
Stanislaus Sheriff's Department,2018,3,Stanislaus County,06,099,06099,0,69618,14000,23,7,76,NA,NA,NA,NA,NA
Sutter Sheriff's Department,2018,3,Sutter County,06,101,06101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tehama Sheriff's Department,2018,3,Tehama County,06,103,06103,0,51258,19932,21,NA,37,NA,NA,NA,NA,NA
Trinity Sheriff's Department,2018,3,Trinity County,06,105,06105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tulare Sheriff's Department,2018,3,Tulare County,06,107,06107,8,196776,26776,31,14,86,NA,NA,NA,NA,NA
Tuolumne Sheriff's Department,2018,3,Tuolumne County,06,109,06109,0,15393,950,NA,NA,NA,NA,NA,NA,NA,NA
Ventura Sheriff's Department,2018,3,Ventura County,06,111,06111,4,174378,34402,NA,NA,NA,NA,NA,NA,NA,NA
Yolo Sheriff's Department,2018,3,Yolo County,06,113,06113,14,49413,19321,NA,NA,NA,NA,NA,NA,NA,NA
Yuba Sheriff's Department,2018,3,Yuba County,06,115,06115,2,32723,4331,NA,NA,NA,NA,NA,NA,NA,NA
Alameda Sheriff's Department,2018,2,Alameda County,06,001,06001,9,125771,490431.77,46,36,67,NA,NA,NA,NA,NA
Amador Sheriff's Department,2018,2,Amador County,06,005,06005,6,30452.62,296.81,26.3,3.2,64,NA,NA,NA,NA,NA
Butte Sheriff's Department,2018,2,Butte County,06,007,06007,NA,34858,4016,9,4,34,NA,NA,NA,NA,NA
Calaveras Sheriff's Department,2018,2,Calaveras County,06,009,06009,0,5589,1489,NA,NA,NA,NA,NA,NA,NA,NA
Colusa Sheriff's Department,2018,2,Colusa County,06,011,06011,0,5483.5,3310.8,24.36,5.46,71.71000000000001,NA,NA,NA,NA,NA
Contra Costa Sheriff's Department,2018,2,Contra Costa County,06,013,06013,16,335944.22000000003,170269.8,NA,NA,NA,NA,NA,NA,NA,NA
Del Norte Sheriff's Department,2018,2,Del Norte County,06,015,06015,1,12130.19,6490.18,16.02,7.01,43.8,NA,NA,NA,NA,NA
El Dorado Sheriff's Department,2018,2,El Dorado County,06,017,06017,1,26613,6947,20.6,9.4,56.6,NA,NA,NA,NA,NA
Fresno Sheriff's Department,2018,2,Fresno County,06,019,06019,14,NA,NA,33.8,24.5,39,NA,NA,NA,NA,NA
Glenn Sheriff's Department,2018,2,Glenn County,06,021,06021,0,2105.18,109.41000000000001,45,49,46,NA,NA,NA,NA,NA
Humboldt Sheriff's Department,2018,2,Humboldt County,06,023,06023,4,20780.2,6388.94,17.37,10.29,45.59,NA,NA,NA,NA,NA
Imperial Sheriff's Department,2018,2,Imperial County,06,025,06025,5,NA,NA,6,7,6,NA,NA,NA,NA,NA
Inyo Sheriff's Department,2018,2,Inyo County,06,027,06027,1,17841.32,17109.940000000002,243,NA,NA,NA,NA,NA,NA,NA
Kern Sheriff's Department,2018,2,Kern County,06,029,06029,3,451931,114151,29,16,58,NA,NA,NA,NA,NA
Kings Sheriff's Department,2018,2,Kings County,06,031,06031,3,66727.18000000001,15039.31,NA,NA,NA,NA,NA,NA,NA,NA
Lake Sheriff's Department,2018,2,Lake County,06,033,06033,NA,30009,6629,NA,NA,NA,NA,NA,NA,NA,NA
Lassen Sheriff's Department,2018,2,Lassen County,06,035,06035,0,6583,1792,18.8,6.7,67.78,NA,NA,NA,NA,NA
Los Angeles Sheriff's Department,2018,2,Los Angeles County,06,037,06037,NA,7778703,2366991,60.74,5.2,62.46,NA,NA,NA,NA,NA
